Response.No.;Age;Region;Along.the.coast;Deep.sea;In.the.reef.area;Other;q19boatsize;q20gearBasket;q20gearhandline;q20gearVerticalline;q20gearLargeNet;q20gearGillnet;q20gearOthers;q21engine1;q32Fisnearfad;q60rainy1n0;q63m3s2l1;q64summ1l0;q65winm1l0;q66m3s2l1;q13edu;q14house;q15source;q16age;q17ageregis;q170t.registered;q18fishinboat;;q19exatsize;q19other;q19othersize;;;;;;;;q21engine2;q21other;q22boat;q22boatrange;q22engine;q22enginerange;q22equip;q22equiprange;q22line;q22linerange;q22other;q22tot;q22totrange;q22tot.c;q23homeport;q24homecellA;q25freqloca;q26month;q26times;q27monthmore;q27monthmorerange;Q28wcell1;Q28wcell2;Q28wcell3;Q28wcell4;Q28wcell5;Q28wcell6;Q28wcell7;Q28wcell8;q29Scell1;q29Scell2;q29Scell3;q29Scell4;q29Scell5;q29Scell6;q29Scell7;q29Scell8;q30FADgood;q31FADtrain;;q32why;q33change;q34goodapp;q35;q36fadhelp;q37expl;q38Y1cell;q39Y2cell;q40FADtotal.kg;q41F1name;q41code;q41F1min;q41F1max;q41F2name;q41F2code;q41F2min;q41F2max;q41F3name;q41F3code;q41F3min;q41F3max;q42fadtimes;q43sumname1;q43sumcode1;q43summin1;q43fssummax1;q43sumname2;q43sumcode2;q43summin2;q43fssummax2;q43sumname3;q43sumcode3;q43summin3;q43fssummax3;q43winname1;q43winname1.1;q43winmin1;q43fswinmax1;q43winname2;q43winname2.1;q43winmin2;q43fswinmax2;q43winname3;q43winname3.1;q43winmin3;q43fswinmax3;q44fadmore;q44Dynamic;q45FADmorecell;q46name1;q46name1code;q46name2;q46name2code;q46name3;q46name3code;q46name4;q46name3code.1;q47seamore;q48s0w1;q49less;q50;q51sealess;q52s0w1;q53twofads;q54name1;q54name1code;q54name2;q54name2code;q54name3;q54name3code;q54name4;q54name3code.1;q55temy1n0;q56desc;q57temtime;q57temtimerange;q58fsbehsum;q59fsbewin;q60rainy1n0;q60rainS2DK3;q611when;q611when..range;q62rainb0a4;q62rainb0a4both2DK3;q63m3s2l1;q64summ1l0;q64summ1l0S2DK3;q65winm1l0;q65winm1l0S2DK3;q66m3s2l1;q67n0y1;q67name1;q67name1code;q67name2;q67name2code;q67name3;q67name3code;q67name4;q67name4code;q67name5;q67name5code;q68M3L1s2;q69accnum;q70y1n0;q71usey1n0;q72example;q73Xcell;id;q73X2cell;q74measure;DistanceFADS;q75weather;q75weathernight;q76fami;q77n1q2h3nf4fm5m6mt7;q78fishingtrip;q79selec;q80totalcatch.kg;q81numfisher;q82fsname1;q82fsname1code;q82fsweight1;q82fslen1;q82fsname2;q82fsname2code;q82fsweight2;q82fslen2;q82fsname3;q82fsname3code;q82fsweight3;q82fslen3;q82fsname4;q82fsname4code;q82fsweight4;q82fslen4;q82fsname5;q82fsname5code;q82fsweight5;q82fslen5;q82fsname6;q82fsname6code;q82fsweight6;q82fslen6;q82fsname7;q82fsname7code;q82fsweight7;q82fslen7;q82fsname8;q82fsname8code;q82fsweight8;q82fslen8;q82fsname9;q82fsname9code;q82fsweight9;q82fslen9;q82fsname10;q82fsname10code;q82fsweight10;q82fslen10;q82fsname11;q82fsname11code;q82fsweight11;q82fslen11;q82fsname12;q82fsname12code;q82fsweight12;q82fslen12;q82fsname13;q82fsname13code;q82fsweight13;q82fslen13;q82fsname14;q82fsname14code;q82fsweight14;q82fslen14;q82fsname15;q82fsname15code;q82fsweight15;q82fslen15;q82fsname16;q82fsname16code;q82fsweight16;q82fslen16;q82fsname17;q82fsname17code;q82fsweight17;q82fslen17;q82fsname18;q82fsname18code;q82fsweight18;q82fslen18;q82fsname19;q82fsname19code;q82fsweight19;q82fslen19;q82fsname20;q82fsname20code;q82fsweight20;q82fslen20;q82fsname21;q82fsname21code;q82fsweight21;q82fslen21;q82fsname22;q82fsname22code;q82fsweight22;q82fslen22;q82fsname23;q82fsname23code;q82fsweight23;q82fslen23;q82fsname24;q82fsname24code;q82fsweight24;q82fslen24;q82fsname25;q82fsname25code;q82fsweight25;q82fslen25;q82fsname26;q82fsname26code;q82fsweight26;q82fslen26;q82fsname27;q82fsname27code;q82fsweight27;q82fslen27;q82fsname28;q82fsname28code;q82fsweight28;q82fslen28;q82fsname29;q82fsname29code;q82fsweight29;q82fslen29;q82fsname30;q82fsname30code;q82fsweight30;q82fslen30;q82fsname31;q82fsname31code;q82fsweight31;q82fslen31;q82fsname32;q82fsname32code;q82fsweight32;q82fslen32;q82fsname33;q82fsname33code;q82fsweight33;q82fslen33;q82fsname34;q82fsname34code;q82fsweight34;q82fslen34;q82fsname35;q82fsname35code;q82fsweight35;q82fslen35;q82fsname36;q82fsname36code;q82fsweight36;q82fslen36;q82fsname37;q82fsname37code;q82fsweight37;q82fslen37;q82fsname38;q82fsname38code;q82fsweight38;q82fslen38;q82fsname39;q82fsname39code;q82fsweight39;q82fslen39;q82fsname40;q82fsname40code;q82fsweight40;q82fslen40;q82fsname41;q82fsname41code;q82fsweight41;q82fslen41;q82fsname42;q82fsname42code;q82fsweight42;q82fslen42;q82fsname43;q82fsname43code;q82fsweight43;q82fslen43;q82fsname44;q82fsname44code;q82fsweight44;q82fslen44;q82fsname45;q82fsname45code;q82fsweight45;q82fslen45;q82fsname46;q82fsname46code;q82fsweight46;q82fslen46;q82fsname47;q82fsname47code;q82fsweight47;q82fslen47;q82fsname48;q82fsname48code;q82fsweight48;q82fslen48;q82fsname49;q82fsname49code;q82fsweight49;q82fslen49;q82fsname50;q82fsname50code;q82fsweight50;q82fslen50;q82fsname51;q82fsname51code;q82fsweight51;q82fslen51;q82totaweight;q83fuelD0E1;q84fuelcost;costper.km;q84days;q86fishers;q87numbask;q88height;q88width;q88length;q90lengthwillingness;Questionlouche
194;71;West;1;1;1;0;Wooden Pirogue < 8 m;1;1;0;0;0;0;Outboard motor  power 9-25;0;1;3;1;0;1;2;1;1;30;35;;1;;21;;;;;;;;;;;;85000;;125000;;55000;;15000;;5000;285000;;>260k;LE MORNE;8267;4;JUNE;2;NOVEMBER;;6249;;;;;;;;7191;;;;;;;;0;0;;not very suitable for catching as too many amateur fishermen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;good fish catch in summer;fish go away from lagoon in winter;1;;3;;0;;3;1;;0;;1;;licornes;;breton;;guele paver;;;;;;3;;1;1;High waves, strong wind and cyclonic period;7726;;;15.5;;3;;1;1;8;1;4;1;Cato;;750;;Cordonnier;;500;;rouget;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;500;2;1;4;2;;1;
195;30;West;0;1;0;0;Fibre glass;1;1;0;0;0;0;Outboard motor  power 9-25;1;1;3;1;0;1;4;1;1;12;27;;1;;26;FIBRE;26;;;;;;;;;;120000;;96000;;40000;;15000;;;271000;;>260k;Tamarin;8654;2;JUNE;5;october   ;;6240;;;;;;;;7836;;;;;;;;1;1;;;1;;;1;;8116;7177;12;THON;;5;;BONITE;;3;;DORADE;;4;;;BECANE;;3;;;;;;;;;;THON JAUNE;104;5;;DORADE;;2;;;;;;;;6240;THON  JAUNE;;BECANE;;;;;;1;;;7937;;;;THON JAUNE;;;;;;;;1;cooler in winter;5;;fish are most migrating to deep sea in winter;;1;;5;;;2;3;1;;0;;1;;mama rouge;;;;;;;;;;2;;1;1;very useful for cyclonic forecasts;7852;;;8;;2;;1;1;8;1;10;2;thon jaune;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3000;;;2;5;2;4;2;1;
196;59;West;1;1;1;0;Fibre glass;1;1;0;0;0;0;Outboard motor  power >26;1;1;3;1;0;1;3;1;1;13;18;;1;;26;FIBRE;26;;;;;;;;4;;250000;;240000;;24000;;15000;;;529000;;>260k;Tamarin;8654;;JUNE;;NOVEMBER;;7970;;;;;;;;7177;;;;;;;;1;1;;;1;;;1;;6240;7986;11;THON JAUNE;;3;6;BECANE;;2;4;;;;;;DORADE;;2;5;EMPEREUR;;10;30;;;;;THON JAUNE;;4;10;BECAUNE;;3;6;;;;;;;7845;DORADE;;THON JAUNE;;ENPEREUR;;;;1;1;;7987;;;;THON JAUNE;;;;;;;;1;water is not the same temperature;10;;fish are rare in lagoons;in winter more fish disappear and migrate to deeper water;1;;6;;;2;3;1;;0;;1;;babone;;mama rouge;;;;;;;;1;;1;1;cyclone warnings, high tides;6240;;;7;;3;;1;1;8;1;12;2;Vielle rouge;;500;;cato;;750;;thon jaune;;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1000;;;2;8;2;4;2;2;
197;68;West;1;1;1;0;Fibre glass;1;1;0;0;0;0;Outboard motor  power 9-25;1;1;1;1;0;1;2;1;1;10;24;;1;;16;fibre;16;;;;;;;;;;100000;;75000;;30000;;15000;;;220000;;165-260k;Tamarin;8654;2;JUNE;10;December;;7177;;;;;;;;6240;;;;;;;;1;1;;;1;;;1;;7177;7321;12;Dorade;;3;;thon;;5;;bonite;;4;;;thon;;2;10;EMPEREUR;;5;20;;;;;dorade;;3;6;bonite;;2;5;;;;;;;8116;dorade;;THON JAUNE;;;;;;1;0;;7986;1;0;;THON JAUNE;;;;;;;;1;winter cooler;5;;less fish  ;fish go away from coast, no fish in lagoons;1;;5;;;2;1;1;;0;;1;1;babone;;vielle rouge;;;;;;;;1;;1;1;high waves warnings during anticyclones;7986;;;11.5;;1;;1;2;8;1;12;2;thon;;2000;;cardonnier;;500;;cato;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1200;;;2;10;;;;2;
198;30;West;1;1;0;0;Fibre glass;0;1;1;0;0;0;Outboard motor  power >26;0;1;3;0;1;1;5;1;1;10;20;;1;;25;fibre;25;;;;;;;;4;;196000;;200000;;;;200000;;100000;696000;;>260k;Black River;9392;2;JUNE;10;March;;7177;7321;;;;;;;6508;7168;;;;;;;1;0;;lots of competitors near fad area, prefer to go in deep sea;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;temperature of water hotter;;;fish comes more near coast;Better chance of fishing, in winter temperature cool;1;;3;;;2;3;0;;1;;1;1;mama rouge;;calamar;;corne;;;;;;1;;1;1;more elaborated and detailed;6776;;;17;;1;;1;1;8;4;10;2;rouget;;500;30;madame tombé;;500;30;carangye;;1000;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1800;;;;;;;;1;
199;37;West;1;1;1;0;Fibre glass;1;1;0;0;0;0;Outboard motor  power 9-25;1;1;2;1;0;1;3;1;1;14;18;;1;;26;FIBRE;26;;;;;;;;;;250000;;90000;;15000;;25000;;;380000;;>260k;Tamarin;8654;2;JUNE;2;JANUARY;;6371;;;;;;;;7032;;;;;;;;1;1;;;1;1;;0;;8116;7177;11;THON;;2;5;BONITE;;3;4;DORADE;;3;5;4;DORADE;;3;4;;;;;;;;;THON;;4;6;;;;;;;;;;;7437;THON JAUNE;;;;;;;;1;0;1;7986;1;0;;THON JAUNE;;;;;;;;1;COOLER IN WINTER;5;;LESS FISH IN LAGOON NOW;THEY ARE MIGRANTS FISH ONLY;1;;5;;;2;2;1;;0;;1;1;BABONNE;;VIELLE BATARDE;;;;;;;;1;;1;1;Mainly for high tides and cylonic period;7452;;;10;;2;;1;2;8;1;;;capitaine;;2000;;cato;;1000;;cordonnier;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1500;;;2;5;2;4;2;2;
200;54;West;1;1;0;0;Fibre glass;1;1;1;1;0;0;Outboard motor  power 9-25;1;1;3;1;;2;3;1;1;15;30;;1;;23;FIBRE;23;;;;;;;;;;150000;;25000;;30000;;15000;;;220000;;165-260k;Tamarin;8621;3;;15;;NOVEMBER-FEBRUARY;7046;;;;;;;;6633;;;;;;;;1;0;;;1;1;the net attracts fish;1;Fish concentrate near FAD;7177;7845;25;tuna;;4;10;;;;;;;;;2;TUNA;;4;20;DORADE;;12;12;BONITE;;2;4;TUNA;;4;10;DORADE;;3;12;BONITE;;1;4;1;;7986;BONITE;;TUNA;;;;;;1;1;;7435;1;1;1;TUNA YELLOW;;;;;;;;1;COLDER IN WINTER;5;;50% LESS TUNA;75% LESS;1;;6;;;;3;1;;;2;2;1;SHARK;;VOILIER;;;;;;;;2;;1;1;To know of it is possible  to venture at sea, about high tides;7043;;;11.5;;3;;2;2;8;4;10;3;sacrechien;;500;30;vielle rouge;;500;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;700;;;3;5;2;2;4;2;
201;68;West;0;1;0;0;Fibre glass;1;1;0;0;0;0;Outboard motor  power 9-25;1;1;2;1;0;1;3;1;1;15;20;;1;;24;FIBRE;24;;;;;;;;;;200000;;85000;;10000;;5000;;;3,00E+05;;>260k;Tamarin;8654;3;;2;December;;7848;;;;;;;;6240;;;;;;;;1;1;;;1;;;1;;8120;7177;5;Thon jaune;;2;3;;;;;;;;;1;bonite;;3;6;;;;;;;;;THON;;2;6;;;;;;;;;0;;7311;BONITE;;thon jaune;;;;;;1;0;1;8120;0;;1;bonite;;;;;;;;1;climate is abnormal;5;;fish disappearing in lagoon;fish go in deep water for food search;1;;5;;;2;2;1;;0;;1;1;becaune;;babonne;;;;;;;;1;;1;1;warning gross houles;7985;;;5;;2;;1;2;8;1;8;2;cordonnier;;500;;Cato;;750;;vielle gris;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1500;;;2;5;2;4;;1;
202;53;West;1;1;1;0;Fibre glass;1;1;0;0;0;0;Outboard motor  power 9-25;1;1;3;1;0;1;3;1;1;20;22;;1;;27;FIBRE;27;;;;;;;;;;300000;;79000;;20000;;15000;;;414000;;>260k;Tamarin;8655;2;;4;OCTOBER-JANUARY;;7321;;;;;;;;7568;;;;;;;;1;1;;;1;;;1;;8120;7987;12;Thon jaune;;3;4;BONITE;;3;4;;;;;3;bonite;;3;6;empereur;;5;20;;;;;THON;;2;5;;;;;;;;;1;;7437;THON JAUNE;;;;;;;;1;1;1;8115;1;0;1;THON JAUNE;;bonite;;;;;;1;;5;;less fish as too many overseas fishermen in our lagoon near fad along west coast;fish are disappearing in lagoons;1;;5;;;2;3;1;;0;;1;1;babonne;;;;;;;;;;1;;1;1;cyclone warnings, high tides;7986;;;5;;2;;1;2;8;1;6;;Vielle rouge;;1000;;kaya;;1000;;cato;;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;850;;;1;5;2;3;2;1;
203;36;West;0;1;0;0;Fibre glass;1;1;0;0;0;0;Inboard motor (large);1;1;2;1;0;1;5;1;1;15;20;;0;;32;FIBRE;32;;;;;;;;;;200000;;100000;;15000;;50000;;;365000;;>260k;Tamarin;8654;3;;12;JANUARY;;7438;;;;;;;;6240;;;;;;;;1;1;;;1;1;;1;;7177;7437;7;bonite;;2;6;thon jaune;;3;7;;;;;6;empereur;;12;20;;;;;;;;;thon jaune;;5;12;bonite;;3;5;;;;;1;;7321;THON JAUNE;;bonite;;empereur;;;;1;0;1;7987;1;1;1;THON JAUNE;;;;;;;;1;weather changes rapidly;5;;fish become rare with climate change;fish are less than in summer;1;;5;;;3;2;1;;0;;1;1;babonne;;shark;;;;;;;;2;;1;1;rough sea after cyclones;7180;;;10.5;;2;;1;2;8;1;10;2;Cato;;2000;;madame tombé;;2000;;cordonnier;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1500;;;2;5;2;2;4;1;
204;63;West;1;1;0;0;Wooden Pirogue < 8 m;1;1;0;1;0;0;Outboard motor  power 9-25;;1;3;1;0;1;2;1;1;15;30;;1;;24;;;;;;;;;;;;100000;;60000;;20000;;25000;;;205000;;165-260k;Tamarin;8654;3;;6;December;;7321;;;;;;;;7437;;;;;;;;1;1;;;1;;;1;;7845;8116;15;thon;;10;;dorade;;5;;;;;;;thon jaune;;3;8;;;;;;;;;thon;;5;10;dorade;;3;7;;;;;1;;7437;dorade;;becaune;;thon jaune;;;;0;;1;8120;0;;1;THON JAUNE;;;;;;;;1;since 5 years sea is more violent, high waves, cool temperature;5;;more fish drive to lagoons;fish disappear, drive to deep sea;1;;5;;;2;3;1;;0;;1;1;Vielle Rouge;;cato gris;;;;;;;;1;;1;1;high waves warning  ;7845;;;13;;3;;1;1;8;1;15;2;Cordonnier;;500;;batarde;;750;;breton;;500;;capitaine;;750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2000;;;2;5;;;;1;
205;64;West;1;1;0;0;Fibre glass;1;1;0;0;0;0;Outboard motor  power 9-25;1;1;;0;1;1;3;1;1;15;22;;1;;24;FIBRE;24;;;;;;;;;;210000;;125000;;30000;;20000;;;385000;;>260k;Tamarin;8654;3;;3;JANUARY;;7177;;;;;;;;6364;;;;;;;;1;1;;;1;;;1;;8116;7844;10;Dorade;;2;4;thon jaune;;3;5;;;;;;DORADE;;3;6;;;;;;;;;thon;;2;8;;;;;;;;;1;;7437;THON JAUNE;;dorade;;becaune;;;;1;0;1;8120;;;1;THON JAUNE;;;;;;;;1;temperature is abnormal;10;;fish are very rare in lagoons;fish are in deep water;1;;5;;;2;;0;;1;;1;1;babonne;;vielle rouge;;;;;;;;1;;1;1;high waves and cyclones;6240;;;17.5;;3;;1;2;8;1;8;2;capitaine;;1000;;Cordonnier;;500;;cato;;750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1000;;;2;10;2;4;2;2;
206;58;West;1;1;0;0;Fibre glass;1;1;0;0;0;0;Outboard motor  power 9-25;1;1;3;1;0;1;4;1;1;15;26;;1;;22;FIBRE;22;;;;;;;;;;150000;;75000;;36000;;24000;;;285000;;>260k;Tamarin;8654;3;;;NOVEMBER;;6374;;;;;;;;7836;;;;;;;;1;1;;;1;;;1;;7844;7437;8;Thon jaune;;3;5;;;;;;;;;;thon  ;;3;10;becaune;;2;8;;;;;thon jaune;;4;8;;;;;;;;;1;;6240;THON JAUNE;;becaune;;;;;;1;1;1;7986;1;1;1;THON JAUNE;;;;;;;;1;Temperature is abnormal withh high waves;6;;more fish near the coast;less fish in lagoons;1;;5;;;2;3;1;;0;;1;1;mama rouge;;babonne;;;;;;;;1;;1;1;high waves warnings and anti cyclones warnings;7177;;;12.5;;3;;1;2;8;1;12;2;vielle gris;;500;;cato;;750;;cordonnier;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1300;;;2;12;2;4;2;1;
207;48;West;0;1;0;0;Fibre glass;1;1;1;1;0;0;Outboard motor  power 9-25;1;1;3;1;0;1;3;4;1;15;28;;0;;24;FIBRE;24;;;;;;;;4;;200000;;140000;;60000;;15000;;;415000;;>260k;Tamarin;8654;2;;7;OCTOBER-DECEMBER;;6239;;;;;;;;7835;;;;;;;;1;0;;;1;;;1;Attract small fish then big fish;7177;7986;30;tuna;;4;30;;;;;;;;;7;DORADE;;20;25;bonite;;4;6;tuna;;10;25;tuna;;10;25;bonite;;4;6;dorade;;20;25;1;;7845/8120;BONITE;;tuna;;;;;;1;0;1;8116;1;1;1;bonite;;TUNA;;DORADE;;;;1;WATER COLDER;10;;MORE FISH COMES NEAR FAD;less fish in lagoons;1;;5;;;2;3;1;;0;;1;1;mama rouge;;babonne;;;;;;;;2;;1;1;high waves and anticyclone;7321;;;23;;3;;1;2;8;3,5;25;3;tuna;;8000;;bonite;;2000;;carangue;;3000;;cordonnier;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2000;;;3;20;2;4;2;3;
208;58;North;0;1;1;0;Wooden Pirogue < 8 m;1;1;0;0;0;0;Outboard motor power <8;0;0;3;1;0;2;4;1;1;10;58;;1;;23;;;;;;;;;;;;90000;;25000;;12000;;;;;127000;;75-165k;Bain Boeuf Debarcadere;11836;3;;10;December;;11700;;;;;;;;11835;;;;;;;;1;0;;Fishermen have no experience to fish in those areas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Rough sea, anticyclones more frequent in summer;;5 to 6 years;Fish stay in warm water. In winter, hybernate;less fish in lagoons;0;;;;;2;3;1;;0;;2;1;poisson hypocamp;;rougé jaune;;brodemar;;;;;;1;;1;1;bad weather, rough sea;11567;;;1;;1;;1;2;4;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;100;;;1;4;0.5;0.8;1;1;
209;61;North;0;1;0;0;Wooden Pirogue < 8 m;0;1;0;0;0;0;Outboard motor  power 9-25;1;1;1;1;0;1;3;1;1;33;33;;1;;23;;;;;;;;;;;;50000;;20000;;3000;;;;;73000;;<75k;Cap Malheureux;12104;3;;0;DECEMBER-FEBRUARY;;11151;11019;;;;;;;12363;12496;;;;;;;1;0;;;0;;;1;yes it attracts more fish and small shrimps;9701;;50;carangue;;0.5;2;DORADE;;10;15;THON;;20;25;0;THON;;20;25;CARANGUE;;0.5;1;;;;;VIELLE ROUGE;;0.5;;DORADE;;10;15;QUEUE BLANC;;1;;0;;9829;BOURSE;;SACRECHIEN;;GUEULE PAVE;;;;1;BOTH;1;TOMBEAU BAY;1;BOTH;1;GUEULE PAVE;;;;;;;;1;less fish;;;li ale au large;poisson diminuer;1;;11;;;2;1;1;;0;;1;;;;;;;;;;;;1;;1;1;si letemps mauvais nu pas sorti;11286;;;8.5;;2;;1;2;4;4;50;1;Thon;;30000;;Dorade;;10000;;carangue;;10000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1300;;;1;4;0.75;2;2;1;
